date,sku,on_hand_units,on_order_units,lead_time_days,reorder_point_units,inventory_value
2025-10-05,SKU0043,19,0,15,10,53574.3
2025-10-05,SKU0044,768,205,14,128,1350151.68
2025-10-05,SKU0045,221,90,23,231,325559.52
2025-10-05,SKU0046,649,171,8,62,567375.27
2025-10-05,SKU0047,369,133,11,179,391711.95
2025-10-05,SKU0048,434,151,20,385,698718.3
2025-10-05,SKU0049,1,7,22,10,1372.84
2025-10-05,SKU0050,127,698,8,501,20660.36
2025-10-05,SKU0051,167,43,18,35,416873.75
2025-10-05,SKU0052,735,196,14,122,1983669.45
2025-10-05,SKU0053,323,119,18,250,163670.56
2025-10-05,SKU0054,30,8,29,10,51201.0
2025-10-05,SKU0055,66,381,6,208,27381.42
2025-10-05,SKU0056,273,106,30,362,559513.5
2025-10-05,SKU0057,743,278,16,531,680275.94
2025-10-05,SKU0058,664,256,25,754,1336187.12
2025-10-05,SKU0059,27,1,16,10,59623.56
2025-10-05,SKU0060,94,565,13,649,218933.52
2025-10-05,SKU0061,199,59,25,62,82077.55
2025-10-05,SKU0062,473,166,22,459,1303791.39
2025-10-05,SKU0063,0,14,8,10,0.0
2025-10-05,SKU0064,264,104,23,282,55044.0
2025-10-05,SKU0065,442,171,24,474,755408.94
2025-10-05,SKU0066,622,226,15,410,731266.74
2025-10-05,SKU0067,279,110,29,365,699282.81
2025-10-05,SKU0068,125,25,21,32,305491.25
2025-10-05,SKU0069,746,203,13,115,760696.2
2025-10-05,SKU0070,245,93,5,53,701535.45
2025-10-05,SKU0071,94,551,22,1062,88704.04
2025-10-05,SKU0072,296,109,10,133,471726.32
2025-10-05,SKU0073,117,677,24,1441,98549.1
2025-10-05,SKU0074,582,222,18,464,1638056.46
2025-10-05,SKU0075,11,2,17,10,6350.96
2025-10-05,SKU0076,451,124,9,50,103838.24
2025-10-05,SKU0077,864,227,23,237,1176577.92
2025-10-05,SKU0078,432,161,9,176,1286448.48
2025-10-05,SKU0079,501,175,15,326,1345615.86
2025-10-05,SKU0080,5,0,26,10,11354.8
2025-10-05,SKU0081,564,156,28,194,1513381.2
2025-10-05,SKU0082,392,161,30,529,1054872.0
2025-10-05,SKU0083,623,232,29,814,999721.87
2025-10-05,SKU0084,357,134,19,311,362779.83
2025-10-05,SKU0085,30,0,10,10,70165.2
2025-10-05,SKU0086,189,53,26,58,381556.98
2025-10-05,SKU0087,616,160,25,183,729103.76
2025-10-05,SKU0088,549,142,30,196,205298.55
2025-10-05,SKU0089,676,264,21,646,1531606.44
2025-10-05,SKU0090,599,227,8,217,515822.86
2025-10-05,SKU0091,19,0,18,10,53518.44
2025-10-05,SKU0092,530,201,16,372,423369.3
2025-10-05,SKU0093,666,255,26,771,303696.0
2025-10-05,SKU0094,65,367,15,508,163164.95
2025-10-05,SKU0095,613,222,13,346,333790.76
2025-10-05,SKU0096,311,109,7,97,192782.68
2025-10-05,SKU0097,115,662,26,1518,211394.15
2025-10-05,SKU0098,226,84,24,234,595787.98
2025-10-05,SKU0099,148,848,6,456,99109.68
2025-10-05,SKU0100,447,167,16,314,446973.18
2025-10-05,SKU0101,78,434,17,653,183648.66
2025-10-05,SKU0102,512,139,17,105,1494169.6
2025-10-05,SKU0103,40,0,28,10,62086.0
2025-10-05,SKU0104,660,175,8,62,341418.0
2025-10-05,SKU0105,79,445,12,475,11093.18
2025-10-05,SKU0106,0,0,9,10,0.0
2025-10-05,SKU0107,15,9,11,10,7234.2
2025-10-05,SKU0108,688,177,28,225,1420864.48
2025-10-05,SKU0109,397,150,29,511,179964.07
2025-10-05,SKU0110,374,105,6,27,586566.64
2025-10-05,SKU0111,65,379,21,706,137368.4
2025-10-05,SKU0112,800,295,11,391,1428192.0
2025-10-05,SKU0113,457,180,10,210,310462.95
2025-10-05,SKU0114,580,221,12,310,1410536.8
2025-10-05,SKU0115,91,520,10,466,197895.88
2025-10-05,SKU0116,659,174,17,134,1478169.95
2025-10-05,SKU0117,452,159,30,583,216991.64
2025-10-05,SKU0118,313,113,20,268,143632.57
2025-10-05,SKU0119,671,257,23,693,1872043.03
2025-10-05,SKU0120,85,478,17,726,106503.3
2025-10-05,SKU0121,71,405,5,181,69065.25
2025-10-05,SKU0122,297,113,7,95,450516.33
2025-10-05,SKU0123,128,736,11,720,258855.68
2025-10-05,SKU0124,637,229,11,305,1829024.47
2025-10-05,SKU0125,561,212,26,643,522117.09
2025-10-05,SKU0126,542,212,26,635,1507811.48
2025-10-05,SKU0127,598,234,27,727,102909.82
2025-10-05,SKU0128,453,171,21,433,774661.71
2025-10-05,SKU0129,849,222,19,192,1645811.97
2025-10-05,SKU0130,580,219,21,543,236118.0
2025-10-05,SKU0131,253,94,15,164,128265.94
2025-10-05,SKU0132,571,213,22,556,751110.53
2025-10-05,SKU0133,509,182,25,566,1477153.63
2025-10-05,SKU0134,361,132,24,388,660095.72
2025-10-05,SKU0135,196,85,20,197,549930.92
2025-10-05,SKU0136,518,193,6,139,1260112.7
2025-10-05,SKU0137,275,101,23,283,400237.75
2025-10-05,SKU0138,412,151,14,252,978833.72
2025-10-05,SKU0139,85,483,24,1049,12897.05
2025-10-05,SKU0140,94,536,19,909,39152.88
2025-10-05,SKU0141,310,123,27,388,776655.4
2025-10-05,SKU0142,368,131,13,207,887163.36
2025-10-05,SKU0143,57,327,29,820,44155.62
2025-10-05,SKU0144,99,551,26,1298,162283.77
2025-10-05,SKU0145,276,104,13,158,512656.2
2025-10-05,SKU0146,277,100,17,201,724753.88
2025-10-05,SKU0147,430,160,18,350,795074.3
2025-10-05,SKU0148,84,466,24,1003,108902.64
2025-10-05,SKU0149,66,363,22,720,78218.58
2025-10-05,SKU0150,435,155,27,528,580751.1
2025-10-05,SKU0151,139,786,14,982,276693.4
2025-10-05,SKU0152,24,3,18,10,62777.28
2025-10-05,SKU0153,677,246,16,481,958835.1
2025-10-05,SKU0154,486,130,28,164,397902.78
2025-10-05,SKU0155,513,188,12,281,403382.16
2025-10-05,SKU0156,545,204,20,501,1233574.8
2025-10-05,SKU0157,232,63,8,23,572587.6
2025-10-05,SKU0158,358,141,27,435,145100.98
2025-10-05,SKU0159,661,243,14,420,193686.22
2025-10-05,SKU0160,292,118,13,172,532567.12
2025-10-05,SKU0161,74,424,20,769,38768.6
2025-10-05,SKU0162,417,152,17,300,1038968.01
2025-10-05,SKU0163,717,260,27,873,716978.49
2025-10-05,SKU0164,3,1,18,10,1551.69
2025-10-05,SKU0165,587,209,18,463,1626465.47
2025-10-05,SKU0166,343,90,7,28,198953.72
2025-10-05,SKU0167,726,271,5,160,672050.94
2025-10-05,SKU0168,125,720,15,967,68185.0
2025-10-05,SKU0169,136,800,30,2139,59149.12
2025-10-05,SKU0170,308,114,28,376,49689.64
2025-10-05,SKU0171,485,178,21,459,126415.25
2025-10-05,SKU0172,401,151,21,382,243190.46
2025-10-05,SKU0173,81,463,15,615,20639.61
2025-10-05,SKU0174,189,50,9,21,342906.48
2025-10-05,SKU0175,102,576,5,257,211555.14
2025-10-05,SKU0176,292,76,13,45,362526.76
2025-10-05,SKU0177,684,175,13,108,699164.28
2025-10-05,SKU0178,78,451,9,365,121924.14
2025-10-05,SKU0179,9,0,11,10,23737.59
2025-10-05,SKU0180,510,197,5,114,1309822.8
2025-10-05,SKU0181,162,904,20,1606,36624.96
2025-10-05,SKU0182,173,1009,29,2592,108358.55
2025-10-05,SKU0183,691,268,22,684,543512.96
2025-10-05,SKU0184,267,71,16,50,219799.74
2025-10-05,SKU0185,449,167,15,299,788699.93
2025-10-05,SKU0186,270,103,12,145,352933.2
2025-10-05,SKU0187,553,207,8,196,134290.52
2025-10-05,SKU0188,17,3,20,10,20119.16
2025-10-05,SKU0189,895,241,19,203,1448897.6
2025-10-05,SKU0190,62,356,5,156,24480.7
2025-10-05,SKU0191,7,0,15,10,17619.21
2025-10-05,SKU0192,372,104,12,53,93256.68
2025-10-05,SKU0193,347,136,9,144,965367.88
2025-10-05,SKU0194,26,3,23,10,10073.18
2025-10-05,SKU0195,267,64,18,55,679880.79
2025-10-05,SKU0196,363,92,21,92,986521.47
2025-10-05,SKU0197,367,139,23,381,1079255.25
2025-10-05,SKU0198,262,72,30,98,635580.56
2025-10-05,SKU0199,580,224,25,655,1369078.4
2025-10-05,SKU0200,584,211,21,545,1146508.8
2025-10-12,SKU0001,78,452,26,1034,213320.64
2025-10-12,SKU0002,156,899,24,1932,332147.4
2025-10-12,SKU0003,505,195,19,433,439865.1
2025-10-12,SKU0004,356,119,28,418,1036177.16
2025-10-12,SKU0005,545,147,8,53,1285317.1
2025-10-12,SKU0006,705,263,28,885,1536180.9
2025-10-12,SKU0007,578,221,27,717,811020.7
2025-10-12,SKU0008,647,239,18,518,575506.5
2025-10-12,SKU0009,530,200,24,562,201150.9
2025-10-12,SKU0010,75,428,18,683,203816.25
2025-10-12,SKU0011,659,181,11,87,936933.25
2025-10-12,SKU0012,380,97,25,113,261003.0
2025-10-12,SKU0013,791,297,11,394,780930.57
2025-10-12,SKU0014,315,90,13,48,560618.1
2025-10-12,SKU0015,597,229,18,489,365746.08
2025-10-12,SKU0016,493,185,26,565,1274000.74
2025-10-12,SKU0017,288,119,14,185,662316.48
2025-10-12,SKU0018,144,834,17,1271,314847.36
2025-10-12,SKU0019,811,305,6,216,1097339.77
2025-10-12,SKU0020,467,170,8,164,896266.4
2025-10-12,SKU0021,596,215,6,157,1069152.48
2025-10-12,SKU0022,125,697,6,376,248070.0
2025-10-12,SKU0023,339,122,27,412,116917.71
2025-10-12,SKU0024,600,219,26,693,783504.0
2025-10-12,SKU0025,874,231,26,272,192874.32
2025-10-12,SKU0026,789,220,6,56,1209197.73
2025-10-12,SKU0027,498,187,7,152,526186.8
2025-10-12,SKU0028,611,226,12,325,317182.32
2025-10-12,SKU0029,913,243,19,205,365081.31
2025-10-12,SKU0030,251,100,13,147,452846.67
2025-10-12,SKU0031,169,964,17,1463,100507.68
2025-10-12,SKU0032,361,138,9,142,1004608.85
2025-10-12,SKU0033,85,488,24,1039,151731.8
2025-10-12,SKU0034,18,0,13,10,19906.56
2025-10-12,SKU0035,112,648,6,348,203128.8
2025-10-12,SKU0036,26,7,24,10,4319.38
2025-10-12,SKU0037,399,156,28,498,1149048.18
2025-10-12,SKU0038,727,196,5,43,1089540.36
2025-10-12,SKU0039,180,1029,16,1465,426587.4
2025-10-12,SKU0040,693,250,26,810,235564.56
2025-10-12,SKU0041,256,75,23,72,386895.36
2025-10-12,SKU0042,451,171,27,545,686895.55
2025-10-12,SKU0043,23,5,15,10,64853.1
2025-10-12,SKU0044,881,235,14,148,1548806.81
2025-10-12,SKU0045,263,94,23,273,387430.56
2025-10-12,SKU0046,742,197,8,71,648678.66
2025-10-12,SKU0047,404,144,11,201,428866.2
2025-10-12,SKU0048,473,176,20,426,761506.35
2025-10-12,SKU0049,11,0,22,10,15101.24
2025-10-12,SKU0050,137,781,8,559,22287.16
2025-10-12,SKU0051,201,51,18,40,501746.25
2025-10-12,SKU0052,777,208,14,128,2097021.99
2025-10-12,SKU0053,362,128,18,280,183432.64
2025-10-12,SKU0054,55,5,29,10,93868.5
2025-10-12,SKU0055,77,445,6,237,31944.99
2025-10-12,SKU0056,322,121,30,426,659939.0
2025-10-12,SKU0057,833,312,16,601,762678.14
2025-10-12,SKU0058,737,276,25,821,1483087.21
2025-10-12,SKU0059,52,1,16,10,114830.56
2025-10-12,SKU0060,110,631,13,735,256198.8
2025-10-12,SKU0061,214,53,25,65,88264.3
2025-10-12,SKU0062,580,229,22,566,1598729.4
2025-10-12,SKU0063,0,0,8,10,0.0
2025-10-12,SKU0064,322,127,23,334,67137.0
2025-10-12,SKU0065,491,183,24,526,839153.37
2025-10-12,SKU0066,663,256,15,449,779469.21
2025-10-12,SKU0067,314,114,29,404,787006.46
2025-10-12,SKU0068,125,36,21,32,305491.25
2025-10-12,SKU0069,847,217,13,131,863685.9
2025-10-12,SKU0070,251,89,5,55,718715.91
2025-10-12,SKU0071,109,628,22,1238,102858.94
2025-10-12,SKU0072,348,129,10,152,554597.16
2025-10-12,SKU0073,126,743,24,1591,106129.8
2025-10-12,SKU0074,660,248,18,528,1857589.8
2025-10-12,SKU0075,0,4,17,10,0.0
2025-10-12,SKU0076,525,140,9,56,120876.0
2025-10-12,SKU0077,942,248,23,257,1282796.76
2025-10-12,SKU0078,488,189,9,200,1453210.32
2025-10-12,SKU0079,545,207,15,372,1463793.7
2025-10-12,SKU0080,0,2,26,10,0.0
2025-10-12,SKU0081,682,188,28,228,1830010.6
2025-10-12,SKU0082,462,163,30,596,1243242.0
2025-10-12,SKU0083,711,272,29,922,1140934.59
2025-10-12,SKU0084,398,142,19,338,404443.62
2025-10-12,SKU0085,20,0,10,10,46776.8
2025-10-12,SKU0086,175,44,26,53,353293.5
2025-10-12,SKU0087,732,195,25,219,866402.52
2025-10-12,SKU0088,531,149,30,192,198567.45
2025-10-12,SKU0089,788,293,21,734,1785363.72
2025-10-12,SKU0090,649,247,8,237,558879.86
2025-10-12,SKU0091,36,0,18,10,101403.36
2025-10-12,SKU0092,601,229,16,435,480084.81
2025-10-12,SKU0093,773,281,26,890,352488.0
2025-10-12,SKU0094,75,420,15,570,188267.25
2025-10-12,SKU0095,647,242,13,375,352304.44
2025-10-12,SKU0096,344,131,7,108,213238.72
2025-10-12,SKU0097,127,724,26,1684,233452.67
2025-10-12,SKU0098,248,85,24,257,653785.04
2025-10-12,SKU0099,178,1007,6,533,119199.48
2025-10-12,SKU0100,495,193,16,348,494970.3
2025-10-12,SKU0101,86,484,17,729,202484.42
2025-10-12,SKU0102,638,161,17,125,1861875.4
2025-10-12,SKU0103,20,0,28,10,31043.0
2025-10-12,SKU0104,730,197,8,71,377629.0
2025-10-12,SKU0105,82,480,12,518,11514.44
2025-10-12,SKU0106,2,4,9,10,1532.0
2025-10-12,SKU0107,11,4,11,10,5305.08
2025-10-12,SKU0108,763,201,28,252,1575755.23
2025-10-12,SKU0109,441,168,29,575,199909.71
2025-10-12,SKU0110,425,116,6,31,666553.0
2025-10-12,SKU0111,74,418,21,784,156388.64
2025-10-12,SKU0112,932,350,11,460,1663843.68
2025-10-12,SKU0113,553,203,10,242,375680.55
2025-10-12,SKU0114,631,240,12,339,1534566.76
2025-10-12,SKU0115,99,587,10,521,215293.32
2025-10-12,SKU0116,784,201,17,157,1758551.2
2025-10-12,SKU0117,487,185,30,659,233794.09
2025-10-12,SKU0118,335,128,20,312,153728.15
2025-10-12,SKU0119,785,288,23,794,2190095.05
2025-10-12,SKU0120,91,544,17,819,114021.18
2025-10-12,SKU0121,80,464,5,200,77820.0
2025-10-12,SKU0122,333,130,7,106,505124.37
2025-10-12,SKU0123,144,823,11,812,291212.64
2025-10-12,SKU0124,687,260,11,343,1972589.97
2025-10-12,SKU0125,606,238,26,712,563998.14
2025-10-12,SKU0126,636,238,26,735,1769313.84
2025-10-12,SKU0127,659,251,27,809,113407.31
2025-10-12,SKU0128,502,183,21,457,858455.14
2025-10-12,SKU0129,898,236,19,202,1740799.94
2025-10-12,SKU0130,676,256,21,640,275199.6
2025-10-12,SKU0131,272,99,15,183,137898.56
2025-10-12,SKU0132,623,232,22,602,819512.89
2025-10-12,SKU0133,573,218,25,645,1662886.11
2025-10-12,SKU0134,416,152,24,448,760664.32
2025-10-12,SKU0135,239,90,20,211,670579.03
2025-10-12,SKU0136,562,218,6,153,1367149.3
2025-10-12,SKU0137,303,119,23,316,440989.23
2025-10-12,SKU0138,452,172,14,282,1073866.12
2025-10-12,SKU0139,97,574,24,1221,14717.81
2025-10-12,SKU0140,107,611,19,1028,44567.64
2025-10-12,SKU0141,358,138,27,435,896911.72
2025-10-12,SKU0142,422,156,13,242,1017344.94
2025-10-12,SKU0143,67,386,29,1007,51902.22
2025-10-12,SKU0144,109,625,26,1444,178676.07
2025-10-12,SKU0145,292,111,13,173,542375.4
2025-10-12,SKU0146,314,115,17,238,821562.16
2025-10-12,SKU0147,486,183,18,387,898618.86
2025-10-12,SKU0148,95,542,24,1160,123163.7
2025-10-12,SKU0149,72,400,22,785,85329.36
2025-10-12,SKU0150,487,179,27,592,650174.22
2025-10-12,SKU0151,154,877,14,1098,306552.4
2025-10-12,SKU0152,38,8,18,10,99397.36
2025-10-12,SKU0153,761,276,16,532,1077804.3
2025-10-12,SKU0154,582,150,28,195,476500.86
2025-10-12,SKU0155,559,204,12,302,439552.88
2025-10-12,SKU0156,651,242,20,579,1473499.44
2025-10-12,SKU0157,281,66,8,26,693522.05
2025-10-12,SKU0158,387,146,27,472,156854.97
2025-10-12,SKU0159,759,281,14,472,222402.18
2025-10-12,SKU0160,329,132,13,194,600049.94
2025-10-12,SKU0161,84,481,20,859,44007.6
2025-10-12,SKU0162,479,171,17,356,1193442.87
2025-10-12,SKU0163,814,304,27,980,813975.58
2025-10-12,SKU0164,3,0,18,10,1551.69
2025-10-12,SKU0165,655,254,18,530,1814880.55
2025-10-12,SKU0166,406,111,7,34,235496.24
2025-10-12,SKU0167,835,317,5,186,772951.15
2025-10-12,SKU0168,141,805,15,1081,76912.68
2025-10-12,SKU0169,157,909,30,2452,68282.44
2025-10-12,SKU0170,351,134,28,449,56626.83
2025-10-12,SKU0171,568,213,21,541,148049.2
2025-10-12,SKU0172,455,166,21,428,275939.3
2025-10-12,SKU0173,95,535,15,716,24206.95
2025-10-12,SKU0174,245,66,9,27,444508.4
2025-10-12,SKU0175,110,639,5,286,228147.7
2025-10-12,SKU0176,315,82,13,47,391081.95
2025-10-12,SKU0177,841,217,13,130,859644.97
2025-10-12,SKU0178,94,515,9,419,146934.22
2025-10-12,SKU0179,13,9,11,10,34287.63
2025-10-12,SKU0180,595,225,5,133,1528126.6
2025-10-12,SKU0181,179,1013,20,1811,40468.32
2025-10-12,SKU0182,193,1119,29,2886,120885.55
2025-10-12,SKU0183,785,296,22,772,617449.6
2025-10-12,SKU0184,270,70,16,50,222269.4
2025-10-12,SKU0185,486,184,15,326,853693.02
2025-10-12,SKU0186,290,115,12,162,379076.4
2025-10-12,SKU0187,651,242,8,230,158088.84
2025-10-12,SKU0188,0,4,20,10,0.0
2025-10-12,SKU0189,1035,278,19,232,1675540.8
2025-10-12,SKU0190,68,388,5,172,26849.8
2025-10-12,SKU0191,0,2,15,10,0.0
2025-10-12,SKU0192,383,101,12,56,96014.27
2025-10-12,SKU0193,406,143,9,157,1129508.24
2025-10-12,SKU0194,16,0,23,10,6198.88
2025-10-12,SKU0195,297,73,18,63,756271.89
2025-10-12,SKU0196,440,122,21,112,1195783.6
2025-10-12,SKU0197,413,156,23,426,1214529.75
2025-10-12,SKU0198,321,94,30,119,778707.48
2025-10-12,SKU0199,644,246,25,729,1520149.12
2025-10-12,SKU0200,660,252,21,622,1295712.0
2025-10-19,SKU0001,86,486,26,1122,235199.68
2025-10-19,SKU0002,168,973,24,2067,357697.2
2025-10-19,SKU0003,555,206,19,464,483416.1
2025-10-19,SKU0004,359,140,28,449,1044908.99
2025-10-19,SKU0005,565,155,8,55,1332484.7
2025-10-19,SKU0006,720,267,28,899,1568865.6
2025-10-19,SKU0007,617,233,27,749,865743.55
2025-10-19,SKU0008,684,261,18,556,608418.0
2025-10-19,SKU0009,584,225,24,624,221645.52
2025-10-19,SKU0010,75,421,18,693,203816.25
2025-10-19,SKU0011,697,179,11,91,990959.75
2025-10-19,SKU0012,428,123,25,127,293971.8
2025-10-19,SKU0013,829,315,11,409,818446.83
2025-10-19,SKU0014,327,83,13,50,581974.98
2025-10-19,SKU0015,691,258,18,550,423334.24
2025-10-19,SKU0016,530,205,26,621,1369615.4
2025-10-19,SKU0017,304,107,14,186,699111.84
2025-10-19,SKU0018,153,874,17,1327,334525.32
2025-10-19,SKU0019,840,315,6,226,1136578.8
2025-10-19,SKU0020,486,183,8,174,932731.2
2025-10-19,SKU0021,618,234,6,164,1108617.84
2025-10-19,SKU0022,133,737,6,396,263946.48
2025-10-19,SKU0023,354,131,27,421,122091.06
2025-10-19,SKU0024,653,246,26,751,852713.52
2025-10-19,SKU0025,957,255,26,296,211190.76
2025-10-19,SKU0026,802,215,6,57,1229121.14
2025-10-19,SKU0027,498,190,7,158,526186.8
2025-10-19,SKU0028,612,236,12,329,317701.44
2025-10-19,SKU0029,1007,271,19,230,402669.09
2025-10-19,SKU0030,244,97,13,149,440217.48
2025-10-19,SKU0031,174,1007,17,1523,103481.28
2025-10-19,SKU0032,366,143,9,147,1018523.1
2025-10-19,SKU0033,89,522,24,1106,158872.12
2025-10-19,SKU0034,27,9,13,10,29859.84
2025-10-19,SKU0035,123,687,6,369,223078.95
2025-10-19,SKU0036,11,3,24,10,1827.43
2025-10-19,SKU0037,441,160,28,525,1270000.62
2025-10-19,SKU0038,727,196,5,43,1089540.36
2025-10-19,SKU0039,185,1066,16,1520,438437.05
2025-10-19,SKU0040,741,283,26,860,251880.72
2025-10-19,SKU0041,290,80,23,80,438279.9
2025-10-19,SKU0042,511,193,27,610,778278.55
2025-10-19,SKU0043,17,0,15,10,47934.9
2025-10-19,SKU0044,858,240,14,144,1508372.58
2025-10-19,SKU0045,295,111,23,302,434570.4
2025-10-19,SKU0046,755,193,8,71,660043.65
2025-10-19,SKU0047,427,154,11,211,453281.85
2025-10-19,SKU0048,500,181,20,440,804975.0
2025-10-19,SKU0049,21,8,22,10,28829.64
2025-10-19,SKU0050,137,801,8,563,22287.16
2025-10-19,SKU0051,210,57,18,46,524212.5
2025-10-19,SKU0052,761,205,14,127,2053840.07
2025-10-19,SKU0053,380,144,18,300,192553.6
2025-10-19,SKU0054,34,2,29,10,58027.8
2025-10-19,SKU0055,83,478,6,255,34434.21
2025-10-19,SKU0056,337,128,30,451,690681.5
2025-10-19,SKU0057,842,321,16,601,770918.36
2025-10-19,SKU0058,770,286,25,855,1549494.1
2025-10-19,SKU0059,21,8,16,10,46373.88
2025-10-19,SKU0060,115,673,13,780,267844.2
2025-10-19,SKU0061,278,69,25,79,114661.1
2025-10-19,SKU0062,598,224,22,583,1648345.14
2025-10-19,SKU0063,0,12,8,10,0.0
2025-10-19,SKU0064,350,131,23,360,72975.0
2025-10-19,SKU0065,536,205,24,588,916061.52
2025-10-19,SKU0066,711,274,15,481,835901.37
2025-10-19,SKU0067,319,117,29,427,799538.41
2025-10-19,SKU0068,130,40,21,32,317710.9
2025-10-19,SKU0069,863,234,13,133,880001.1
2025-10-19,SKU0070,287,104,5,61,821798.67
2025-10-19,SKU0071,111,653,22,1289,104746.26
2025-10-19,SKU0072,355,138,10,158,565752.85
2025-10-19,SKU0073,138,773,24,1660,116237.4
2025-10-19,SKU0074,649,257,18,536,1826629.97
2025-10-19,SKU0075,2,0,17,10,1154.72
2025-10-19,SKU0076,577,153,9,61,132848.48
2025-10-19,SKU0077,970,255,23,263,1320926.6
2025-10-19,SKU0078,562,214,9,221,1673574.18
2025-10-19,SKU0079,642,226,15,421,1724322.12
2025-10-19,SKU0080,0,0,26,10,0.0
2025-10-19,SKU0081,730,194,28,244,1958809.0
2025-10-19,SKU0082,450,167,30,619,1210950.0
2025-10-19,SKU0083,743,279,29,962,1192284.67
2025-10-19,SKU0084,431,166,19,368,437977.89
2025-10-19,SKU0085,35,0,10,10,81859.4
2025-10-19,SKU0086,190,49,26,59,383575.8
2025-10-19,SKU0087,761,209,25,227,900727.21
2025-10-19,SKU0088,555,146,30,194,207542.25
2025-10-19,SKU0089,812,308,21,760,1839740.28
2025-10-19,SKU0090,686,256,8,243,590742.04
2025-10-19,SKU0091,6,6,18,10,16900.56
2025-10-19,SKU0092,638,238,16,459,509640.78
2025-10-19,SKU0093,826,310,26,960,376656.0
2025-10-19,SKU0094,80,443,15,597,200818.4
2025-10-19,SKU0095,703,257,13,399,382797.56
2025-10-19,SKU0096,353,143,7,115,218817.64
2025-10-19,SKU0097,134,758,26,1753,246320.14
2025-10-19,SKU0098,265,104,24,292,698600.95
2025-10-19,SKU0099,181,1032,6,554,121208.46
2025-10-19,SKU0100,503,193,16,359,502969.82
2025-10-19,SKU0101,93,517,17,776,218965.71
2025-10-19,SKU0102,613,169,17,126,1788917.9
2025-10-19,SKU0103,18,9,28,10,27938.7
2025-10-19,SKU0104,723,194,8,69,374007.9
2025-10-19,SKU0105,89,513,12,554,12497.38
2025-10-19,SKU0106,5,5,9,10,3830.0
2025-10-19,SKU0107,11,0,11,10,5305.08
2025-10-19,SKU0108,732,198,28,245,1511733.72
2025-10-19,SKU0109,480,169,29,611,217588.8
2025-10-19,SKU0110,442,123,6,32,693215.12
2025-10-19,SKU0111,76,446,21,833,160615.36
2025-10-19,SKU0112,981,361,11,474,1751320.44
2025-10-19,SKU0113,557,211,10,252,378397.95
2025-10-19,SKU0114,663,253,12,355,1612389.48
2025-10-19,SKU0115,105,604,10,542,228341.4
2025-10-19,SKU0116,784,214,17,155,1758551.2
2025-10-19,SKU0117,502,192,30,675,240995.14
2025-10-19,SKU0118,358,132,20,320,164282.62
2025-10-19,SKU0119,809,307,23,833,2257053.37
2025-10-19,SKU0120,103,590,17,887,129056.94
2025-10-19,SKU0121,80,459,5,205,77820.0
2025-10-19,SKU0122,358,136,7,115,543046.62
2025-10-19,SKU0123,150,861,11,843,303346.5
2025-10-19,SKU0124,732,277,11,363,2101798.92
2025-10-19,SKU0125,648,249,26,754,603087.12
2025-10-19,SKU0126,647,234,26,749,1799915.18
2025-10-19,SKU0127,735,283,27,894,126486.15
2025-10-19,SKU0128,484,181,21,455,827673.88
2025-10-19,SKU0129,939,243,19,212,1820279.67
2025-10-19,SKU0130,709,268,21,664,288633.9
2025-10-19,SKU0131,300,106,15,197,152094.0
2025-10-19,SKU0132,667,244,22,666,877391.81
2025-10-19,SKU0133,596,223,25,662,1729633.72
2025-10-19,SKU0134,466,178,24,484,852090.32
2025-10-19,SKU0135,256,98,20,227,718277.12
2025-10-19,SKU0136,561,213,6,152,1364716.65
2025-10-19,SKU0137,323,128,23,330,470097.43
2025-10-19,SKU0138,494,175,14,296,1173650.14
2025-10-19,SKU0139,106,608,24,1289,16083.38
2025-10-19,SKU0140,108,621,19,1047,44984.16
2025-10-19,SKU0141,376,138,27,447,942007.84
2025-10-19,SKU0142,457,171,13,260,1101721.89
2025-10-19,SKU0143,69,403,29,1038,53451.54
2025-10-19,SKU0144,111,660,26,1515,181954.53
2025-10-19,SKU0145,317,119,13,182,588811.65
2025-10-19,SKU0146,327,119,17,250,855575.88
2025-10-19,SKU0147,492,186,18,394,909712.92
2025-10-19,SKU0148,102,586,24,1250,132238.92
2025-10-19,SKU0149,72,425,22,836,85329.36
2025-10-19,SKU0150,524,198,27,628,699571.44
2025-10-19,SKU0151,162,916,14,1149,322477.2
2025-10-19,SKU0152,18,10,18,10,47082.96
2025-10-19,SKU0153,813,301,16,573,1151451.9
2025-10-19,SKU0154,610,174,28,201,499425.3
2025-10-19,SKU0155,616,234,12,332,484373.12
2025-10-19,SKU0156,721,262,20,629,1631940.24
2025-10-19,SKU0157,323,92,8,29,797180.15
2025-10-19,SKU0158,420,160,27,509,170230.2
2025-10-19,SKU0159,791,289,14,486,231778.82
2025-10-19,SKU0160,373,141,13,216,680299.78
2025-10-19,SKU0161,87,494,20,879,45579.3
2025-10-19,SKU0162,478,178,17,362,1190951.34
2025-10-19,SKU0163,852,322,27,1026,851974.44
2025-10-19,SKU0164,18,0,18,10,9310.14
2025-10-19,SKU0165,735,273,18,585,2036545.35
2025-10-19,SKU0166,451,121,7,37,261598.04
2025-10-19,SKU0167,876,323,5,195,810904.44
2025-10-19,SKU0168,151,866,15,1155,82367.48
2025-10-19,SKU0169,170,970,30,2585,73936.4
2025-10-19,SKU0170,362,125,28,449,58401.46
2025-10-19,SKU0171,606,224,21,571,157953.9
2025-10-19,SKU0172,494,190,21,453,299591.24
